Amount.Requested,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
68962,10000,10000,0.0762,36,medical,13.26%,MN,MORTGAGE,7416.67,735-739,12,16297,2,10+ years,735
61493,10000,10000,0.1777,36,credit_card,5.80%,CO,RENT,7166.67,685-689,3,15279,1,10+ years,685
28574,5000,5000,0.0749,36,home_improvement,16.45%,VA,MORTGAGE,18750,745-749,10,129071,0,10+ years,745
69724,35000,34950,0.2376,60,debt_consolidation,24.22%,NY,RENT,7331.25,665-669,16,28687,2,4 years,665
33068,7000,7000,0.079,36,wedding,20.72%,CT,RENT,6000,715-719,9,6659,0,< 1 year,715
1342,3000,1647.62,0.102,36,major_purchase,0.33%,CT,RENT,4583.33,800-804,3,37,0,< 1 year,800
31200,28000,28000,0.1562,36,debt_consolidation,5.70%,GA,MORTGAGE,6250,695-699,6,11923,1,3 years,695
10264,15200,6800,0.1558,60,home_improvement,19.22%,DC,MORTGAGE,12083.33,690-694,20,19712,2,2 years,690
49920,15775,15775,0.1465,36,other,3.37%,NY,RENT,4000,710-714,11,4058,1,10+ years,710
30441,30000,22425,0.1059,36,home_improvement,8.15%,MN,MORTGAGE,22916.67,765-769,13,1945,0,4 years,765
33148,3000,3000,0.0991,36,wedding,4.75%,IL,OWN,4166.67,710-714,9,7321,3,6 years,710
79022,15350,15350,0.1849,36,debt_consolidation,15.09%,GA,MORTGAGE,4400,670-674,7,12823,0,10+ years,670
45222,26500,26500,0.0976,60,small_business,17.19%,NY,MORTGAGE,5416.67,785-789,13,9966,0,10+ years,785
22768,6400,6400,0.06,60,home_improvement,3.09%,FL,MORTGAGE,6250,695-699,5,241,0,3 years,695
96412,13200,13200,0.1433,36,debt_consolidation,28.75%,CA,RENT,3833.33,695-699,9,8568,1,10+ years,695
29340,12000,12000,0.1149,36,debt_consolidation,17.73%,CA,MORTGAGE,7300,705-709,9,38342,0,4 years,705
73863,4000,4000,0.0603,36,car,33.67%,GA,MORTGAGE,7917,800-804,19,55123,1,10+ years,800
32269,2500,2500,0.0662,36,home_improvement,10.96%,MD,MORTGAGE,6166.67,730-734,14,24495,0,10+ years,730
45097,28000,27925,0.1855,36,debt_consolidation,8.99%,LA,MORTGAGE,6666.67,700-704,6,14189,2,n/a,700
62353,9000,8975,0.089,36,debt_consolidation,7.33%,CA,RENT,12500,730-734,4,12964,0,5 years,730
53042,6600,6600,0.0603,36,home_improvement,16.69%,NC,MORTGAGE,6250,750-754,14,17258,0,10+ years,750
92363,27050,27050,0.1727,60,credit_card,27.59%,WA,MORTGAGE,5025,705-709,13,40037,1,10+ years,705
27374,4800,4800,0.1599,36,major_purchase,0%,IL,RENT,4583.33,675-679,2,0,0,6 years,675
67953,7550,7550,0.1016,36,debt_consolidation,3.83%,CA,MORTGAGE,8333.33,710-714,10,10204,0,2 years,710
5880,10000,10000,0.0774,36,debt_consolidation,0.17%,OR,MORTGAGE,7083.33,775-779,9,2994,0,10+ years,775
3031,12500,12275,0.1126,36,credit_card,12.21%,TX,RENT,4333.33,730-734,6,12568,2,8 years,730
92244,27575,27575,0.1905,36,debt_consolidation,19.30%,WI,RENT,5166.67,660-664,6,14935,1,10+ years,660
61500,20000,20000,0.1311,36,debt_consolidation,3.94%,IL,MORTGAGE,7238.92,720-724,6,11751,3,10+ years,720
7002,15000,14900,0.1461,36,major_purchase,9.17%,TX,RENT,3000,730-734,8,0,2,< 1 year,730
53002,18000,18000,0.089,36,home_improvement,12.79%,NV,MORTGAGE,10500,730-734,15,4856,2,< 1 year,730
32737,5400,5375,0.089,36,small_business,6.27%,OH,RENT,3000,785-789,2,90,2,n/a,785
47286,23000,22950,0.1581,36,credit_card,16.02%,CA,RENT,7083.33,695-699,8,9664,2,4 years,695
16577,8000,7950,0.0579,36,home_improvement,19.65%,FL,OWN,5833.33,770-774,8,0,0,3 years,770
35530,3000,2950,0.1269,36,debt_consolidation,4.25%,SC,OWN,1200,705-709,4,1643,0,< 1 year,705
23575,7200,7200,0.0692,36,credit_card,11.72%,RI,MORTGAGE,7083.33,780-784,6,15933,1,3 years,780
99508,15350,15350,0.158,36,credit_card,7.41%,CO,MORTGAGE,5666.67,670-674,6,8128,0,1 year,670
72670,6000,6000,0.1212,36,wedding,21.21%,GA,RENT,3333.33,685-689,8,4638,0,2 years,685
2882,15000,8081.65,0.1316,36,debt_consolidation,13.16%,GA,MORTGAGE,2583.33,755-759,3,4923,2,9 years,755
20093,5000,5000,0.1268,60,moving,12.59%,NY,RENT,4416.67,690-694,13,7686,0,< 1 year,690
9020,2575,2575,0.0676,36,educational,4.80%,MA,RENT,6875,760-764,6,4678,2,3 years,760
52639,1800,1800,0.1367,36,vacation,24.21%,NY,RENT,4250,670-674,11,5757,0,5 years,670
76348,10000,10000,0.1409,36,other,26.44%,WA,MORTGAGE,5416.67,700-704,6,18652,1,6 years,700
57727,7750,7750,0.1074,36,debt_consolidation,6.51%,UT,MORTGAGE,2916.67,705-709,5,6889,0,6 years,705
91915,12000,12000,0.1629,36,debt_consolidation,28.76%,CT,RENT,5666.67,660-664,21,16822,2,3 years,660
97696,10000,10000,0.0603,36,debt_consolidation,16%,KY,MORTGAGE,8333.33,780-784,11,14832,0,10+ years,780
51525,4950,4950,0.1367,36,debt_consolidation,14.11%,CA,MORTGAGE,4166.67,665-669,15,8379,0,5 years,665
41626,8400,8350,0.0603,36,medical,15.34%,WA,MORTGAGE,3200,760-764,6,10576,0,n/a,760
71634,3500,3500,0.1212,36,other,17.82%,CA,MORTGAGE,5416.67,695-699,15,4067,3,< 1 year,695
51795,12000,12000,0.1629,36,credit_card,18.37%,TX,MORTGAGE,7083.33,665-669,16,16993,2,7 years,665
73201,18000,18000,0.2247,60,credit_card,17.17%,OH,MORTGAGE,5562.92,660-664,13,14866,3,7 years,660
31566,14675,14650,0.1299,60,debt_consolidation,29.18%,FL,RENT,3167,725-729,7,21088,1,6 years,725
90826,13000,13000,0.1409,36,credit_card,16.09%,CT,RENT,3250,675-679,6,6930,0,2 years,675
64262,15000,15000,0.1311,36,debt_consolidation,33.12%,NY,RENT,4166.67,695-699,10,13198,0,9 years,695
2749,8250,8205.63,0.0932,36,credit_card,24.45%,OH,MORTGAGE,3300,755-759,17,29576,2,8 years,755
73233,6900,6900,0.1409,36,credit_card,17.78%,AR,OWN,4166.67,685-689,9,9720,1,10+ years,685
88842,35000,35000,0.2049,60,debt_consolidation,12.54%,PA,MORTGAGE,10416.67,685-689,14,26487,4,2 years,685
8773,25000,23995.24,0.1062,36,debt_consolidation,12.21%,VA,RENT,11166.67,750-754,6,28556,0,7 years,750
94795,9600,9600,0.1114,36,debt_consolidation,20.58%,NV,MORTGAGE,3833.33,705-709,9,44403,1,5 years,705
71783,9000,8975,0.0662,36,debt_consolidation,17.11%,NY,MORTGAGE,6750,755-759,7,12553,2,7 years,755
65113,6500,6500,0.089,36,credit_card,31.45%,CO,MORTGAGE,6000,740-744,14,61865,2,< 1 year,740
5189,1750,1750,0.1114,36,credit_card,8.02%,CA,RENT,1833.33,720-724,4,1838,0,2 years,720
20592,5000,5000,0.0542,36,wedding,23.15%,OH,RENT,2833.33,750-754,7,4573,0,3 years,750
71038,6000,6000,0.158,36,debt_consolidation,16.40%,GA,RENT,2500,670-674,5,5892,1,4 years,670
72764,25000,25000,0.1409,36,debt_consolidation,19.13%,CA,RENT,6083.33,700-704,19,14666,0,10+ years,700
77043,13000,13000,0.1433,36,debt_consolidation,11.08%,MN,MORTGAGE,3358.33,690-694,7,6327,1,10+ years,690
51326,5875,5875,0.079,36,other,14.75%,NV,RENT,5416.67,720-724,15,2617,2,4 years,720
57788,5000,5000,0.1629,36,debt_consolidation,20.77%,VA,RENT,4583.33,660-664,19,11991,1,6 years,660
13386,16000,7925,0.1645,60,debt_consolidation,16.66%,MO,MORTGAGE,5500,680-684,6,6842,0,9 years,680
17877,12000,12000,0.0962,60,small_business,14.12%,GA,MORTGAGE,6666.67,730-734,10,6969,1,4 years,730
88396,35000,35000,0.1212,36,debt_consolidation,19.90%,FL,MORTGAGE,13933.33,720-724,18,24288,0,1 year,720
19466,4800,4775,0.0579,36,car,11.71%,NJ,RENT,2800,735-739,6,9228,0,3 years,735
19859,6500,6500,0.1111,36,credit_card,13.98%,WY,MORTGAGE,2253,680-684,11,7558,1,2 years,680
19297,25000,25000,0.1306,36,other,4.14%,MI,MORTGAGE,11500,735-739,4,6578,0,< 1 year,735
82626,1000,1000,0.0762,36,debt_consolidation,5.59%,MD,MORTGAGE,9333.33,785-789,6,350,4,2 years,785
8078,16000,16000,0.1348,36,debt_consolidation,15.17%,KY,MORTGAGE,4166.67,700-704,6,1962,1,2 years,700
102374,7675,2275,0.1513,36,other,18.08%,TX,MORTGAGE,11666.67,645-649,13,12578,0,9 years,645
78732,13600,13600,0.089,36,debt_consolidation,10.94%,WA,RENT,10000,720-724,15,18028,0,10+ years,720
71751,12000,12000,0.1531,36,debt_consolidation,32.91%,CA,RENT,5500,680-684,21,13559,1,3 years,680
20020,15000,15000,0.1037,36,house,26.72%,AL,MORTGAGE,5250,750-754,11,44850,1,10+ years,750
89844,7125,7125,0.1849,36,debt_consolidation,11.18%,CT,MORTGAGE,5636.75,675-679,14,5383,2,8 years,675
35991,35000,34977.35,0.2167,60,house,14.25%,CA,RENT,20833.33,675-679,12,79792,0,6 years,675
92975,11575,11575,0.1311,60,debt_consolidation,18.37%,NY,MORTGAGE,3750,725-729,12,18790,1,10+ years,725
5274,5000,5000,0.074,36,major_purchase,14.22%,GA,RENT,6000,780-784,7,1751,0,6 years,780
48009,5000,5000,0.0762,36,debt_consolidation,3.04%,NY,OWN,2500,735-739,5,4864,0,3 years,735
1046,5000,527.49,0.1324,36,debt_consolidation,13.28%,NJ,RENT,4833,660-664,10,9816,0,4 years,660
35719,7000,7000,0.079,36,debt_consolidation,12.61%,VA,MORTGAGE,6250,720-724,13,19848,0,10+ years,720
102294,20000,16755.89,0.145,36,debt_consolidation,25.40%,MN,MORTGAGE,6916.67,715-719,10,26938,0,10+ years,715
22561,7000,7000,0.0692,36,debt_consolidation,17.15%,CA,RENT,4583.33,735-739,13,6897,0,5 years,735
7816,20000,19900,0.1025,36,debt_consolidation,17.51%,DE,MORTGAGE,7833.33,760-764,14,49898,0,5 years,760
47745,6000,6000,0.079,36,major_purchase,20.13%,PA,MORTGAGE,7750,725-729,16,7533,1,8 years,725
21458,14000,14000,0.0766,36,major_purchase,10.68%,FL,MORTGAGE,21666.67,735-739,14,13850,3,1 year,735
62166,30000,30000,0.1905,36,debt_consolidation,14.77%,CO,MORTGAGE,9166.67,685-689,20,22299,1,< 1 year,685
42655,18225,18200,0.1758,36,debt_consolidation,24.64%,TX,MORTGAGE,5000,660-664,12,16398,2,7 years,660
19255,12000,12000,0.0729,36,other,16.15%,VA,MORTGAGE,11667,720-724,9,113671,0,4 years,720
51684,10000,10000,0.1212,36,debt_consolidation,12.99%,CA,MORTGAGE,5833.33,690-694,8,13885,0,6 years,690
22667,16300,16275,0.1491,36,credit_card,24.17%,FL,MORTGAGE,5222,675-679,11,40988,1,10+ years,675
587,11000,2116.76,0.1387,36,debt_consolidation,20.93%,NY,OWN,4167,670-674,14,17436,0,2 years,670
13863,25000,20850,0.1558,60,small_business,0.60%,CA,MORTGAGE,5666.67,785-789,2,0,4,10+ years,785
89627,24000,24000,0.1212,36,debt_consolidation,29.01%,MD,MORTGAGE,7500,670-674,12,14804,1,< 1 year,670
32044,6000,6000,0.0749,36,major_purchase,8.81%,NY,OWN,2462.75,715-719,11,8644,0,2 years,715
25141,10000,9975,0.1149,60,debt_consolidation,22.69%,NV,MORTGAGE,5623.33,765-769,11,26898,1,10+ years,765
65250,2000,2000,0.089,36,car,23.70%,MI,OWN,3000,730-734,5,2117,1,10+ years,730
87148,6625,6600,0.1114,36,credit_card,10.12%,PA,OWN,1916.67,690-694,10,5449,0,n/a,690
102167,20000,6350.01,0.1671,36,debt_consolidation,20.83%,NY,RENT,5333.33,660-664,11,11881,4,1 year,660
3630,12000,11925,0.0963,36,other,9.12%,WA,MORTGAGE,6250,745-749,8,5212,2,1 year,745
20690,4200,4200,0.0729,36,debt_consolidation,6.58%,IL,RENT,5133.33,765-769,4,5475,1,4 years,765
103394,6950,6875,0.1311,36,other,12.51%,TX,MORTGAGE,7916.67,715-719,5,1593,4,10+ years,715
32875,6000,6000,0.0751,36,major_purchase,4.74%,IL,MORTGAGE,10916,765-769,18,6317,4,6 years,765
29116,8400,8400,0.1099,36,debt_consolidation,24.85%,CA,MORTGAGE,7583,700-704,9,342,0,< 1 year,700
14340,5000,5000,0.0788,36,home_improvement,16.61%,NJ,MORTGAGE,5833.33,725-729,18,19771,2,10+ years,725
82457,4750,4750,0.1016,36,credit_card,32.49%,MO,MORTGAGE,3500,695-699,15,36512,0,10+ years,695
12895,15000,14925,0.1075,60,moving,17.55%,NY,RENT,5761,785-789,12,2691,2,10+ years,785
98544,12000,12000,0.1629,36,home_improvement,5.07%,WI,MORTGAGE,2916.67,670-674,13,10360,2,5 years,670
1324,4000,0,0.0768,36,other,10.74%,GA,RENT,3417,790-794,11,2775,3,1 year,790
16593,12800,12700,0.1261,60,debt_consolidation,9.02%,FL,RENT,5166.67,725-729,7,7942,0,5 years,725
36466,12000,11950,0.089,60,car,9.75%,CA,MORTGAGE,9866,795-799,9,2787,0,4 years,795
37814,9425,9425,0.1349,36,credit_card,15.71%,CA,RENT,3750,670-674,12,15116,0,8 years,670
43682,28000,28000,0.1242,36,debt_consolidation,2.98%,NY,MORTGAGE,27083.33,730-734,5,12888,1,5 years,730
70424,30000,29975,0.21,60,debt_consolidation,17.12%,TX,MORTGAGE,8666.67,710-714,8,47503,0,6 years,710
27552,9600,9600,0.1839,36,debt_consolidation,14.69%,VA,MORTGAGE,5166.67,660-664,8,13041,1,10+ years,660
3606,7800,7242.07,0.1284,36,debt_consolidation,16.77%,NY,RENT,6000,695-699,8,13835,0,4 years,695
39094,12000,12000,0.1065,36,debt_consolidation,26.06%,GA,RENT,5833.33,720-724,15,24893,3,10+ years,720
83231,9600,9600,0.1531,36,debt_consolidation,12.82%,PA,MORTGAGE,6000,675-679,13,11407,2,10+ years,675
9533,6000,6000,0.1062,36,credit_card,23.38%,VA,MORTGAGE,5000,705-709,15,46125,1,2 years,705
19581,7500,7500,0.1111,60,debt_consolidation,23.63%,NY,RENT,1820,720-724,13,4409,2,2 years,720
50339,7000,6950,0.0603,36,debt_consolidation,8.29%,FL,OWN,2750,760-764,8,10860,0,4 years,760
35460,10000,10000,0.1171,36,debt_consolidation,5.85%,NY,RENT,4333.33,685-689,8,7072,0,10+ years,685
102138,3200,2799.99,0.1261,36,credit_card,16.72%,CA,MORTGAGE,6476,665-669,14,80837,4,10+ years,665
13279,13000,12850,0.1038,36,debt_consolidation,11.72%,VA,MORTGAGE,10533.33,725-729,13,37252,0,< 1 year,725
71487,35000,35000,0.247,60,debt_consolidation,8.26%,AL,MORTGAGE,10000,660-664,12,21391,2,10+ years,660
97364,20800,20775,0.0662,36,credit_card,15.64%,CA,MORTGAGE,10833.33,710-714,11,15192,0,10+ years,710
77135,1600,1600,0.1629,36,debt_consolidation,7.80%,OR,RENT,2666.67,660-664,7,5504,2,6 years,660
67373,10050,9900,0.0603,36,small_business,20.72%,TX,RENT,2500,750-754,11,13669,0,9 years,750
51379,8000,7997.85,0.1799,36,debt_consolidation,21.11%,CA,MORTGAGE,8583.33,670-674,15,14584,3,5 years,670
97075,16000,16000,0.1212,36,debt_consolidation,24.30%,CT,RENT,6250,715-719,8,10304,2,< 1 year,715
46056,11700,11675,0.079,36,home_improvement,5.63%,CA,MORTGAGE,3320.83,720-724,11,14301,0,10+ years,720
72277,13475,13475,0.1212,36,debt_consolidation,28.27%,FL,MORTGAGE,5666.67,705-709,12,7722,1,7 years,705
31190,14500,14500,0.0542,36,home_improvement,7.15%,OH,MORTGAGE,10000,800-804,9,40,0,10+ years,800
103224,5000,5000,0.1461,36,other,6.36%,CA,RENT,3083.33,665-669,8,4680,4,5 years,665
53652,13600,13575,0.0662,36,debt_consolidation,17.31%,CA,MORTGAGE,11250,750-754,11,77377,1,4 years,750
75321,2200,2200,0.089,36,debt_consolidation,14.02%,CA,RENT,7083.33,715-719,10,14980,1,10+ years,715
49761,9000,9000,0.0976,36,credit_card,18.67%,NY,MORTGAGE,5833.33,705-709,12,12035,0,10+ years,705
87513,27925,27925,0.2247,60,debt_consolidation,3.94%,FL,MORTGAGE,7000,685-689,14,9914,2,n/a,685
80353,9450,9450,0.1433,36,debt_consolidation,24.51%,NY,RENT,2916.67,670-674,12,11555,0,4 years,670
25236,15175,15175,0.2025,60,debt_consolidation,18.78%,WA,RENT,4333.33,665-669,6,18049,0,8 years,665
30497,10000,10000,0.0749,36,debt_consolidation,7.77%,AZ,RENT,3166.67,735-739,4,0,0,1 year,735
96700,16000,16000,0.1629,36,debt_consolidation,20.62%,FL,RENT,5416.67,680-684,13,14246,1,< 1 year,680
85272,13200,13200,0.1531,36,debt_consolidation,8.61%,KY,MORTGAGE,3333.33,680-684,10,5400,3,10+ years,680
60220,20000,20000,0.1875,60,other,6.30%,PA,RENT,15416.67,695-699,13,15026,3,< 1 year,695
78437,8500,8500,0.1777,36,other,18%,MI,RENT,2583.33,665-669,9,13718,0,2 years,665
40066,3000,3000,0.1427,36,debt_consolidation,10.77%,NY,OWN,3833,670-674,11,5515,1,< 1 year,670
91905,10000,10000,0.1531,36,credit_card,18.99%,FL,MORTGAGE,5583.33,675-679,16,12723,1,2 years,675
99247,14075,14075,0.1629,36,debt_consolidation,11.02%,NY,MORTGAGE,10416.67,700-704,10,7653,3,10+ years,700
62996,19000,19000,0.1972,60,credit_card,19.85%,NY,RENT,4500,680-684,13,11388,1,3 years,680
2088,25000,11696.88,0.1284,36,small_business,5.52%,IL,MORTGAGE,8666.67,760-764,9,1900,4,10+ years,760
84001,9000,9000,0.1311,36,credit_card,23.88%,GA,MORTGAGE,4229.17,685-689,11,7496,0,1 year,685
80275,6775,6775,0.1311,36,debt_consolidation,10.20%,NC,RENT,6666.67,685-689,14,5457,2,< 1 year,685
24608,2200,2200,0.1523,36,debt_consolidation,16.20%,CA,RENT,2500,675-679,7,2476,2,2 years,675
2891,10800,10550,0.08,36,home_improvement,6.82%,CA,MORTGAGE,11250,790-794,7,10232,2,< 1 year,790
94245,16800,16800,0.1433,60,debt_consolidation,21.75%,WV,MORTGAGE,6666.67,675-679,14,23740,0,1 year,675
25703,3500,3500,0.1562,36,home_improvement,14.41%,GA,MORTGAGE,6833.33,660-664,7,11526,3,8 years,660
24038,9250,9250,0.1879,60,debt_consolidation,19.27%,AK,MORTGAGE,4448,660-664,9,22704,0,10+ years,660
31842,23400,23400,0.0749,36,debt_consolidation,15.66%,TX,RENT,5580,740-744,6,2086,0,1 year,740
81514,10375,10375,0.079,36,debt_consolidation,27.64%,MD,MORTGAGE,4500,745-749,7,0,0,5 years,745
66437,9325,9300,0.1409,36,debt_consolidation,21.35%,DC,RENT,3333.33,695-699,10,27007,1,< 1 year,695
49263,18000,18000,0.2148,60,debt_consolidation,15.82%,NY,RENT,6500,665-669,10,4256,0,10+ years,665
68113,5375,5375,0.089,36,debt_consolidation,29.48%,NC,RENT,3416.67,720-724,6,3007,2,< 1 year,720
99898,3700,3700,0.158,36,credit_card,32.20%,NY,RENT,3000,690-694,9,14151,0,1 year,690
65485,19125,19125,0.1849,36,debt_consolidation,9.10%,MA,RENT,4166.67,675-679,8,19761,3,10+ years,675
67349,1625,1625,0.1531,36,major_purchase,4.32%,TX,OWN,1666.67,745-749,3,1759,4,3 years,745
39590,26000,25975,0.1677,60,home_improvement,11.77%,NC,MORTGAGE,4416.67,730-734,5,7560,1,10+ years,730
36450,6650,6650,0.1825,60,debt_consolidation,17.12%,OH,MORTGAGE,3084,680-684,16,5646,2,3 years,680
31456,1000,1000,0.1149,36,debt_consolidation,21.36%,CA,RENT,4666.67,670-674,16,26558,0,10+ years,670
2407,18000,17896.62,0.1442,36,wedding,7.89%,TX,MORTGAGE,5833.33,720-724,5,18505,1,3 years,720
3841,8000,7975,0.1284,36,wedding,16.73%,TX,MORTGAGE,3521,680-684,13,4075,0,3 years,680
103033,4575,4575,0.1565,36,credit_card,14.31%,MS,OTHER,5833.33,680-684,25,82586,2,2 years,680
52353,35000,34950,0.2197,60,debt_consolidation,19.32%,RI,MORTGAGE,14166.67,690-694,14,51314,3,3 years,690
51625,10000,10000,0.1212,36,debt_consolidation,12.46%,CA,MORTGAGE,4375,695-699,7,11070,0,5 years,695
91179,32350,32350,0.1849,36,debt_consolidation,20.14%,CT,OWN,6000,660-664,15,39513,1,3 years,660
16680,16000,16000,0.1298,36,debt_consolidation,15.86%,CA,MORTGAGE,3600,700-704,9,26357,2,3 years,700
73961,13750,13750,0.1409,36,credit_card,24.77%,CA,RENT,3000,690-694,12,16734,1,1 year,690
95827,5600,5600,0.1114,36,credit_card,27.96%,NC,MORTGAGE,11666.67,665-669,18,194205,0,10+ years,665
79106,21000,20950,0.2376,60,debt_consolidation,24.82%,KS,RENT,7458.33,660-664,14,11973,0,10+ years,660
53903,12000,12000,0.079,36,home_improvement,21.99%,MN,MORTGAGE,5416.67,730-734,8,28146,0,10+ years,730
31290,12000,12000,0.1349,36,debt_consolidation,16.29%,NV,MORTGAGE,6250,680-684,13,13528,1,7 years,680
26608,3600,3600,0.1399,36,other,10%,NY,RENT,5750,670-674,8,10766,2,4 years,670
16549,25000,15175,0.1632,60,debt_consolidation,22.19%,PA,MORTGAGE,7083.33,705-709,8,9133,0,4 years,705
16631,8400,8400,0.0925,60,car,22.47%,NM,MORTGAGE,4833.33,760-764,6,19187,0,3 years,760
92743,24375,24300,0.158,60,debt_consolidation,30.61%,PA,MORTGAGE,4708.33,700-704,18,49136,0,10+ years,700
83058,8575,8575,0.158,36,debt_consolidation,34.41%,KY,MORTGAGE,4541.67,675-679,15,5180,1,10+ years,675
87620,13800,13800,0.1212,36,debt_consolidation,17.11%,CA,RENT,4250,695-699,8,11366,0,< 1 year,695
31254,17000,17000,0.1149,36,debt_consolidation,13.69%,MI,RENT,5083.33,695-699,9,13883,0,4 years,695
58027,11000,11000,0.1367,36,debt_consolidation,13.44%,LA,MORTGAGE,4666.67,675-679,8,10482,0,6 years,675
12131,7800,7800,0.1435,36,other,21.89%,CA,RENT,2508.33,680-684,5,25780,0,< 1 year,680
30255,3725,3725,0.1059,36,credit_card,18.57%,NY,RENT,11666.67,695-699,21,43987,0,10+ years,695
57001,11000,11000,0.1727,36,other,11.44%,WI,MORTGAGE,5000,665-669,7,10070,3,10+ years,665
61049,8500,8500,0.1531,36,debt_consolidation,7.56%,CO,RENT,3333.33,670-674,5,8844,0,< 1 year,670
58569,10000,10000,0.0976,36,credit_card,6.83%,MA,RENT,4583.33,705-709,14,13511,0,7 years,705
37224,12000,12000,0.1171,60,debt_consolidation,23.30%,CT,MORTGAGE,4000,725-729,8,15010,0,10+ years,725
59159,31500,31425,0.1212,60,other,21.32%,IL,RENT,5250,755-759,10,11936,0,10+ years,755
84476,19000,19000,0.1531,60,debt_consolidation,27.65%,FL,RENT,3617.21,705-709,8,25692,0,3 years,705
94507,12000,12000,0.1016,36,debt_consolidation,14.22%,CO,MORTGAGE,8791.67,695-699,10,17185,2,8 years,695
69461,19125,19125,0.1016,36,debt_consolidation,25.58%,FL,RENT,4000,725-729,5,0,0,5 years,725
8194,6525,6500,0.1607,36,other,10.11%,MD,RENT,3166.67,700-704,3,2494,1,1 year,700
72283,8975,8975,0.079,36,debt_consolidation,21.51%,NJ,MORTGAGE,9166.67,725-729,18,61613,3,10+ years,725
32215,6000,5975,0.0603,36,other,11.41%,NY,MORTGAGE,6250,780-784,9,89985,2,n/a,780
47228,20800,20800,0.1922,60,credit_card,15.50%,TX,RENT,6916.67,680-684,20,28764,1,10+ years,680
41426,8400,8400,0.1427,36,debt_consolidation,11.95%,NC,MORTGAGE,4166.67,680-684,10,16634,1,10+ years,680
79725,20000,20000,0.1849,36,debt_consolidation,12.83%,FL,MORTGAGE,13583.33,675-679,17,30679,1,< 1 year,675
85720,18550,18550,0.1212,36,debt_consolidation,11.37%,FL,MORTGAGE,3941,710-714,14,9438,0,n/a,710
65819,9600,9600,0.1212,36,credit_card,25.35%,CT,RENT,4750,685-689,11,29475,0,5 years,685
60947,6000,6000,0.0603,36,major_purchase,12.68%,TX,MORTGAGE,6666.67,775-779,13,8581,0,10+ years,775
66542,14000,14000,0.1531,36,credit_card,11.35%,AZ,RENT,7333.33,680-684,7,6229,1,< 1 year,680
17609,17000,16573.33,0.1298,36,debt_consolidation,15.72%,AL,RENT,4333.33,705-709,5,19053,0,10+ years,705
41569,13250,13225,0.1065,36,credit_card,24.96%,NJ,RENT,3333.33,700-704,13,16192,0,1 year,700
53373,13000,13000,0.0976,36,credit_card,24.50%,TX,RENT,4166.67,705-709,10,15534,0,6 years,705
65052,20000,20000,0.1212,36,debt_consolidation,16.35%,FL,MORTGAGE,4166.67,700-704,7,15917,0,1 year,700
63133,7000,7000,0.1531,36,credit_card,15.64%,CO,RENT,2666.67,670-674,11,11529,0,5 years,670
85485,12000,12000,0.1727,36,debt_consolidation,15.07%,CO,MORTGAGE,4166.67,665-669,7,12318,1,< 1 year,665
49712,4200,4200,0.0762,36,debt_consolidation,6.75%,IL,OWN,10416.67,735-739,15,10819,1,2 years,735
1973,15000,7100,0.1189,36,debt_consolidation,12.42%,FL,MORTGAGE,5000,715-719,15,31563,3,< 1 year,715
17961,1775,1775,0.0654,36,debt_consolidation,19.77%,OH,RENT,3333.33,725-729,11,2038,0,< 1 year,725
64307,10000,10000,0.1212,36,home_improvement,18.81%,NY,MORTGAGE,3250,695-699,10,19354,0,10+ years,695
37291,14400,14375,0.1269,60,debt_consolidation,16.06%,GA,RENT,6250,730-734,6,28675,1,7 years,730
28276,16000,13150,0.0849,36,credit_card,10.30%,FL,RENT,5416.67,735-739,15,15119,0,6 years,735
9762,10000,9975,0.1348,36,debt_consolidation,14.57%,NV,MORTGAGE,6307.42,680-684,11,18823,0,10+ years,680
16996,3000,2950,0.0579,36,small_business,8.49%,CO,RENT,5416.67,745-749,13,10380,1,1 year,745
47673,20000,20000,0.079,36,debt_consolidation,20.95%,CA,RENT,4333.33,750-754,9,13169,1,10+ years,750
95606,6000,6000,0.158,36,debt_consolidation,21%,WI,RENT,2176.67,685-689,13,4356,1,2 years,685
40351,7050,7050,0.1349,36,debt_consolidation,14.05%,PA,MORTGAGE,5624,680-684,6,2530,3,4 years,680
70321,11325,11325,0.1212,36,other,8.61%,TX,RENT,2833.33,725-729,3,9137,0,10+ years,725
62797,2000,2000,0.1629,36,home_improvement,30.58%,OH,MORTGAGE,4166.67,670-674,9,3313,1,2 years,670
1760,11000,6557.05,0.1253,36,other,1.62%,CA,RENT,6667,690-694,7,4526,0,10+ years,690
95560,10000,10000,0.1433,36,debt_consolidation,23.56%,WA,RENT,2750,700-704,4,14317,0,2 years,700
101158,15000,15000,0.1629,36,credit_card,10.67%,CA,RENT,5000,665-669,14,13611,0,4 years,665
38040,23000,22975,0.1864,60,debt_consolidation,21.17%,GA,RENT,5166.67,690-694,13,23773,0,6 years,690
89677,10000,10000,0.1531,36,credit_card,26.03%,WA,MORTGAGE,5416.67,675-679,12,7161,3,n/a,675
15949,4000,4000,0.1223,60,other,2.63%,CO,MORTGAGE,9417,705-709,5,13865,0,5 years,705
